Win/Loss,Player1 name,Player1 champ name,Player1 overall wr,Player1 total games,Player1 champ games,Player1 champ wr,Player1 kda,Player1 cs,Player1 mastery,Player2 name,Player2 champ name,Player2 overall wr,Player2 total games,Player2 champ games,Player2 champ wr,Player2 kda,Player2 cs,Player2 mastery,Player3 name,Player3 champ name,Player3 overall wr,Player3 total games,Player3 champ games,Player3 champ wr,Player3 kda,Player3 cs,Player3 mastery,Player4 name,Player4 champ name,Player4 overall wr,Player4 total games,Player4 champ games,Player4 champ wr,Player4 kda,Player4 cs,Player4 mastery,Player5 name,Player5 champ name,Player5 overall wr,Player5 total games,Player5 champ games,Player5 champ wr,Player5 kda,Player5 cs,Player5 mastery,Player6 name,Player6 champ name,Player6 overall wr,Player6 total games,Player6 champ games,Player6 champ wr,Player6 kda,Player6 cs,Player6 mastery,Player7 name,Player7 champ name,Player7 overall wr,Player7 total games,Player7 champ games,Player7 champ wr,Player7 kda,Player7 cs,Player7 mastery,Player8 name,Player8 champ name,Player8 overall wr,Player8 total games,Player8 champ games,Player8 champ wr,Player8 kda,Player8 cs,Player8 mastery,Player9 name,Player9 champ name,Player9 overall wr,Player9 total games,Player9 champ games,Player9 champ wr,Player9 kda,Player9 cs,Player9 mastery,Player10 name,Player10 champ name,Player10 overall wr,Player10 total games,Player10 champ games,Player10 champ wr,Player10 kda,Player10 cs,Player10 mastery
win,DOCTOR 1V9,sion,44,45,21,38,1.236.4,208.2,ng,Lysaander,kayn,52,1047,65,48,2.518.9,186.6,ng,Doble De,akali,71,31,1,100,1.675.0,149,ng,nimdmik,kaisa,57,28,3,100,6.8911.3,213,ng,BAM,nautilus,53,455,8,88,3.203.5,40.8,ng,D0GE KING,gwen,52,132,4,50,0.955.5,227.5,ng,ARRT1,khazix,49,371,5,40,1.714.2,117.4,ng,VintageLemon,orianna,44,153,61,59,3.076.3,188.9,ng,TTV itsJaeHoon,ezreal,52,379,14,64,2.386.1,216,ng,EDG Leave,janna,42,113,18,61,2.191.4,15.3,ng
loss,RC1,gangplank,51,135,81,54,2.656.4,236.8,ng,Rabbît,reksai,53,466,191,56,2.428.5,145.4,ng,eck0wns,twistedfate,52,444,35,63,2.116.2,178.6,ng,fSHBAIT,kaisa,52,92,43,49,2.628.2,191.6,ng,MLG Jimmy M Phan,janna,56,147,20,45,3.570.9,20.3,ng,THICK N VEINY,jax,50,901,16,50,2.096.9,173.9,ng,Chad Jungle,rengar,67,67,13,62,2.5310.1,168.8,ng,XiaoDanny,orianna,57,143,34,62,3.287.0,219.4,ng,Selfmáde,sivir,55,148,10,60,3.1310.3,234.8,ng,koôgi ,nami,51,464,331,51,4.701.9,22.4,ng
win,Lassitude,jayce,52,290,146,57,1.656.5,207.7,ng,RamMyWhat,rammus,55,345,181,59,3.204.0,151.1,ng,Trinn,katarina,59,27,17,65,3.299.0,197.9,ng,PBxPrez,xayah,52,92,3,100,4.0810.3,202.7,ng,Emad the Turk,heimerdinger,49,672,39,51,1.503.9,43.7,ng,Temper Man,nasus,49,318,4,25,0.573.0,179,ng,acounta,shaco,48,128,9,44,2.989.8,161.7,ng,JesJes,orianna,47,391,3,33,0.953.0,162.3,ng,biet choi game k,kaisa,None,None,None,None,None,0,ng,Intrinsically,senna,48,623,250,51,2.684.5,28.2,ng
loss,CaillouX,ornn,50,567,5,0,0.790.6,153.8,ng,fansy,diana,42,69,1,0,1.294.0,97,ng,GoodBye1,ryze,39,96,6,17,2.032.8,173.5,ng,Ducked,yasuo,46,24,26,50,2.827.0,203.8,ng,waterfall,soraka,52,296,20,60,4.710.5,17.3,ng,Tígerstar,yone,78,18,10,90,2.8410.1,226.5,ng,Hanwool,twistedfate,46,317,9,44,2.654.0,227,ng,Blue Promises,khazix,52,432,60,48,2.587.4,181.1,ng,domitable spirit,kaisa,49,298,29,48,2.444.7,207.5,ng,Brazukko,xerath,52,565,30,73,2.415.8,73.6,ng
win,SkepticWave,shen,58,235,217,59,3.804.3,153.7,ng,Riot Afic,briar,54,427,210,55,2.459.6,177.8,ng,Van TeamWang,annie,54,310,51,67,3.467.1,171,ng,AykD 99,tristana,47,94,1,100,8.2523.0,226,ng,andrxmeda,soraka,48,124,69,59,2.950.9,8.6,ng,Jungler Main NA,karma,57,235,15,60,3.423.1,70.4,ng,Mystican,trundle,51,420,21,43,2.106.8,161,ng,Äki,tryndamere,51,43,2,0,1.446.5,232,ng,Z Shadow Z,jinx,53,186,25,64,3.036.7,203.3,ng,WIZARD99999999,janna,52,246,187,56,3.121.5,20.9,ng
loss,Shafinator,chogath,49,138,11,73,4.049.5,186.8,ng,schlumpey,briar,51,274,9,44,2.1312.7,200.2,ng,claris1103,talon,78,49,22,41,3.6512.0,209.1,ng,Dylraider,varus,50,246,77,60,2.449.1,209.8,ng,StarkillerGO,brand,44,63,72,54,1.945.9,111.7,ng,MidTwoKiller,ekko,53,17,24,54,2.507.8,158,ng,What is summer,aatrox,35,20,3,100,4.896.0,127,ng,Sakuramamba,tristana,None,None,None,None,None,0,ng,èfls,aphelios,None,None,None,None,None,0,ng,If l still here,lulu,52,103,3,33,2.392.3,15.3,ng
win,About Me,wukong,48,140,121,49,2.075.9,159.2,ng,CR Clarity,vi,49,461,7,29,1.693.6,154.4,ng,ProcDoctor,viktor,51,482,42,62,2.036.2,191.3,ng,AovlsBooster,caitlyn,61,69,2,50,1.204.0,199,ng,RedThrills,senna,49,751,422,55,2.255.2,32,ng,IronicRedIron,poppy,56,156,2,0,1.090.5,155.5,ng,duì bù qi,viego,53,108,10,40,2.317.2,136.2,ng,I RainB0w I,kassadin,54,115,7,57,3.9610.0,181.9,ng,mooyork,nilah,50,182,116,57,3.368.5,214.8,ng,myork,sona,52,240,284,55,3.781.4,8.9,ng
loss,Be Realistic,jayce,47,88,12,50,2.637.8,170.3,ng,Ð 1,rell,50,211,5,60,3.062.8,130.4,ng,Lil Devil Gragas,gragas,46,137,117,47,2.374.0,164,ng,6548548,jhin,49,340,64,55,3.347.5,194,ng,Flay Away,thresh,50,584,421,53,3.031.8,35.3,ng,Korean Top Laner,riven,55,245,160,61,2.505.7,185.3,ng,Kazada,poppy,49,151,5,60,8.003.4,142.8,ng,Activeforce5,ziggs,49,170,19,47,2.104.7,176.4,ng,AppleMedicine,caitlyn,59,49,1,100,9.007.0,184,ng,Shinoa,janna,49,37,17,65,5.883.2,12.9,ng
loss,U PLAY NMLGCB,jayce,54,711,176,59,1.845.1,182,ng,MrP0OL,leesin,55,132,52,50,3.287.3,156.2,ng,BlackSpiderNinja,annie,54,101,5,0,0.270.2,14.6,ng,Losimaqa,ashe,56,138,22,73,3.649.7,192,ng,Baby Girl QwQ,karma,54,343,68,56,3.211.7,14.1,ng,SIGMA CHAD ZYZZ,singed,50,190,191,52,2.283.8,194.7,ng,clearlove7niubi,jarvaniv,49,496,27,37,4.034.3,155.4,ng,Piqojiba,twistedfate,59,165,148,62,2.659.0,230.7,ng,km1,samira,64,96,25,84,3.3112.6,181.9,ng,hardstyle on rn,soraka,56,129,29,72,3.170.4,8.5,ng
loss,Scardless,kennen,50,6,8,50,3.299.9,217.3,ng,UDM Poukkii,nocturne,53,309,1,0,0.751.0,101,ng,Wennailbers,orianna,57,141,4,75,5.095.3,160.5,ng,UDM Maurîce,kaisa,47,256,8,50,1.726.8,190.9,ng,Gamer Guy,nautilus,None,None,None,None,None,0,ng,Woodside Weapon,pantheon,52,237,300,49,2.319.0,177.3,ng,thegodlywimp,briar,53,122,11,55,2.028.2,166.6,ng,Make Her Gag,ziggs,45,106,2,50,3.403.0,158.5,ng,02 02 2004,lulu,53,164,2,50,6.573.0,11.5,ng,oscxr,twitch,None,None,None,None,None,0,ng
loss,1414,tryndamere,51,59,34,50,1.696.0,197.1,ng,Lagaemami,leesin,51,156,18,22,2.664.7,145.2,ng,TomtheRat,brand,56,63,23,61,2.616.7,180.7,ng,lmarkih,ezreal,51,332,33,42,2.024.6,172.9,ng,Bamleking,leona,51,326,34,53,2.161.7,31.4,ng,Bearon Nashor,volibear,49,486,299,49,1.964.6,162.6,ng,intra,nidalee,50,987,76,58,3.238.1,149.1,ng,PrevaiI,sylas,53,211,5,60,1.947.6,158,ng,xxxgnixxo3oxx,samira,52,484,7,71,3.7612.1,197,ng,Ashiri,rell,53,15,4,50,3.651.5,32.3,ng
loss,GOU XIN DOU JIAO,jax,54,362,19,32,1.544.6,191.5,ng,Lv baby,jarvaniv,52,321,3,33,2.685.7,121,ng,Rudeus ıI,azir,50,472,17,18,1.634.7,165.4,ng,Minchames,seraphine,47,64,6,50,1.952.8,83.8,ng,Dong Oppa,senna,54,143,25,52,3.605.0,35.3,ng,Genznala,ksante,48,515,25,60,1.994.4,162.3,ng,Picc,ivern,54,349,31,65,4.151.8,124.9,ng,da ye ma si le ,kassadin,53,143,12,75,2.849.1,197.2,ng,Tzanca Uraganu,yasuo,53,311,269,54,2.476.6,190.8,ng,Alura,neeko,53,257,15,67,3.137.1,120.9,ng
loss,DarthNihil,tahmkench,56,127,83,58,3.713.5,143.5,ng,cloudedcosmo,talon,57,58,30,60,2.338.7,190.2,ng,ndyah,akali,48,129,41,49,2.787.8,190,ng,Tatsuaki,jhin,50,560,25,56,3.217.9,175.8,ng,Potatoswagyolooo,lux,52,192,31,58,2.424.2,42.7,ng,charsas,urgot,50,537,2,100,2.205.0,220,ng,Arbi,evelynn,50,247,132,53,4.359.1,182.2,ng,JH Titan,zed,40,15,1,100,3.0010.0,231,ng,Fontaine Furina,ezreal,50,151,1,100,6.336.0,261,ng,Tnerb,bard,56,248,154,64,4.122.3,17,ng
loss,The BuIgarian,yorick,55,103,60,48,1.432.9,210.8,ng,Hot Kindred,kindred,53,213,179,59,2.337.6,164.7,ng,Just A Pleb,singed,52,282,26,50,2.714.3,190.7,ng,idc will int,senna,53,494,96,57,3.545.7,159.1,ng,Vavula,braum,48,206,4,50,2.270.8,28.8,ng,WiiWaterMelon,jax,53,555,4,75,1.698.0,187,ng,Eyannetani,graves,60,118,23,61,3.468.4,211.5,ng,BlitzKryger711,azir,50,208,16,50,2.506.2,206.1,ng,Bobbyzilla Teemo,kaisa,55,357,11,36,3.056.5,207.3,ng,Qube,blitzcrank,51,568,165,52,2.841.9,30,ng
loss,Chanccee,renekton,55,138,9,56,2.003.6,231.6,ng,qaFwRhvi,jarvaniv,52,284,82,56,4.918.0,181.2,ng,DeepWhite,ezreal,61,79,20,60,3.4710.4,213.7,ng,CaPriccioso NNN,twistedfate,51,173,3,67,1.673.0,191,ng,0716,thresh,53,376,91,57,2.852.1,34.9,ng,ueu98,quinn,51,282,9,56,3.418.3,197.7,ng,061601,ekko,62,124,135,56,3.299.0,181,ng,0107,sylas,50,436,134,52,2.019.2,140.5,ng,o  Levity  o,xayah,44,94,4,50,2.913.0,205.8,ng,Miká,rakan,51,83,61,59,4.211.0,32.3,ng
loss,Animosity,garen,51,500,22,50,1.845.5,236.3,ng,TangluoluoQwQ,graves,50,215,49,63,3.078.3,195.7,ng,Abraxes,neeko,53,681,50,54,2.527.3,185.5,ng,Thai Rain,missfortune,52,111,3,67,2.9511.0,232.3,ng,let faker retire,nautilus,53,434,97,51,2.301.7,31.7,ng,123edf5rff55f,jax,70,27,22,77,3.289.4,191.6,ng,go afk pls,kayn,55,312,50,46,2.207.1,203.9,ng,rovex,jayce,52,146,18,61,3.896.4,207.8,ng,RyuShoryu,varus,51,571,41,61,3.048.4,191.3,ng,Enthusiastic Nut,velkoz,49,565,234,56,1.845.8,76.2,ng
loss,xxProdigee,jax,49,716,7,14,1.405.4,199.9,ng,IIIlIIIIllIIl,rengar,55,98,72,56,2.8210.8,182.2,ng,Live ls So Hard,rumble,49,514,466,48,3.266.5,187.3,ng,1eo,samira,56,180,125,62,2.5510.9,182.2,ng,1HAZAKEY,bard,49,354,5,40,2.620.4,13.2,ng,lazyna,darius,54,214,189,61,2.497.8,203.9,ng,bubbi,belveth,52,543,192,53,2.346.7,177.2,ng,Senator Kova,orianna,48,669,44,46,2.304.5,195.6,ng,Karlton Returned,karthus,50,900,18,56,2.437.4,185.7,ng,16 Sper,pyke,53,533,38,45,2.196.2,37.8,ng
win,U Van U,blitzcrank,46,239,5,40,2.071.2,49.6,ng,SCV,sylas,51,540,60,60,3.848.9,157,ng,YOyogaWaYOyo,shen,41,88,1,100,12.004.0,98,ng,MangoMandu,draven,50,139,2,50,1.504.0,136,ng,Give break,neeko,53,120,2,50,3.673.0,159,ng,Ahriangel,kayn,48,23,2,50,2.6716.5,175.5,ng,Sheep village,varus,55,352,3,33,2.1410.7,166.7,ng,InDigos,zilean,50,492,2,50,2.863.0,45,ng,Still in Game,ahri,40,43,8,63,2.073.8,181.6,ng,Fire Remnant Z,malphite,71,41,3,33,1.691.3,124.7,ng
win,Remodel,singed,55,77,95,57,2.653.7,167.2,ng,limerance,viego,56,153,5,80,2.7110.6,197.2,ng,Shadow63,neeko,53,223,115,58,2.483.8,158.4,ng,toe enjoyer 69,missfortune,59,140,2,100,6.0015.0,217,ng,Daze of Rage,pantheon,53,178,17,53,2.126.2,34.2,ng,Irekedum,malphite,46,233,44,46,2.334.8,150.5,ng,Jg Pls or Troll,gragas,53,187,17,65,3.155.9,147.3,ng,Blue Comfort,seraphine,46,237,123,50,4.475.6,201.7,ng,Dohmaster,varus,49,106,4,75,2.075.8,170.3,ng,Variz,ashe,54,216,2,50,2.7110.0,130,ng
win,Gardesia,yasuo,55,348,29,55,1.645.1,244,ng,Smokëy,kayn,46,61,65,54,3.2710.1,191.7,ng,Naafiri God,vex,51,341,2,50,3.0010.0,192,ng,Zep Is Learning,ashe,62,117,4,75,3.8013.0,310.8,ng,Cindirelia,milio,53,318,7,86,8.360.9,14.6,ng,De57,garen,49,51,1,0,1.006.0,218,ng,Rixi,reksai,50,753,138,54,3.557.4,160.1,ng,Shlide,sylas,55,150,74,51,2.637.5,176.4,ng,pacoman,draven,48,630,314,55,2.297.9,182.5,ng,Jester123,lulu,54,279,185,54,3.941.9,12.4,ng
loss,S JagerManJenson,shen,47,453,14,43,3.104.1,144.2,ng,New Kstabs,graves,54,26,11,64,3.726.3,195.9,ng,moonman 541,aurelionsol,62,63,3,0,2.6810.0,227,ng,Abeling,missfortune,56,66,77,60,2.859.3,200.1,ng,CrustyUdder,amumu,46,171,85,44,2.173.1,29.8,ng,Łong Žúuu,camille,49,228,21,43,2.006.8,152.6,ng,Nhim,sylas,39,88,5,40,2.438.0,175.4,ng,TrïsTranºVN,corki,None,None,None,None,None,0,ng,OLdDRAGON,ezreal,53,100,9,33,3.279.4,231.7,ng,T1ny Gumayusi,nautilus,45,242,1,100,1.382.0,36,ng
loss,guaguagua,kennen,53,209,4,50,3.076.0,153.5,ng,NostraNovax,kayn,58,155,10,60,2.097.2,171.9,ng,Vautoico,caitlyn,53,402,1,0,0.572.0,134,ng,Palkia,talon,49,357,197,47,2.297.8,187.4,ng,IntyMcIntFace,velkoz,48,263,211,48,2.915.4,133.5,ng,4SquaresBeliever,yone,49,529,516,49,1.454.4,216,ng,Yuzyy,leesin,49,232,43,67,3.697.5,158.9,ng,UwU KataClysm,katarina,48,143,132,48,2.359.4,172.4,ng,bmw761,jhin,62,97,1,100,Perfect1.0,98,ng,Åjax,bard,50,801,83,55,3.792.4,14.8,ng
loss,GankmidplzZZ,jayce,50,108,15,20,1.323.9,162.1,ng,MyFatherTheKing,skarner,52,559,405,54,3.454.0,146.7,ng,thekingdog1,xerath,51,332,67,54,4.266.0,165.1,ng,Raemelia,ashe,44,66,48,50,1.776.3,191.3,ng,Poropops,milio,50,380,37,51,5.151.0,11.1,ng,ceviri,tahmkench,53,148,41,63,2.433.5,159,ng,Kemgarbel,hecarim,58,119,63,59,2.676.6,213.1,ng,NYTE1,ekko,55,189,17,59,2.145.8,194.3,ng,Brother,vayne,51,208,77,56,2.618.1,185.1,ng,needyhenry,nami,50,706,94,45,2.691.9,12.3,ng
loss,BaekJeong Manbo,taliyah,46,143,5,20,1.914.4,226.6,ng,Your Amy,gangplank,54,81,29,45,2.738.1,233.2,ng,88848,trundle,49,323,84,54,1.985.1,201,ng,AtomiKbis,aphelios,52,67,1,0,1.008.0,217,ng,GregiMerde,nautilus,39,18,1,0,1.272.0,29,ng,Hlesidari,akali,30,23,1,100,2.6016.0,200,ng,Phuzzy,wukong,46,83,1,100,10.2523.0,230,ng,MentallyPositive,illaoi,None_unranked,None_unranked,1,100,1.1710.0,256,ng,Addicted2Aspirin,braum,61,103,28,54,3.191.4,30.6,ng,Gatis Kandis,ezreal,53,549,93,50,2.996.9,177.8,ng
win,Resiffina,renekton,51,244,15,53,1.592.9,153.7,ng,Suhansh,ekko,56,161,30,63,3.267.8,180.1,ng,Wind f1ow in you,twistedfate,60,126,78,65,3.096.4,218.4,ng,Deadly Flourish,jhin,55,155,153,55,4.287.1,195.9,ng,bahoburat,pyke,66,85,71,63,2.515.5,40.7,ng,Autolykus,sett,50,1049,793,51,1.685.1,179,ng,Shen Hu Xi,jarvaniv,53,169,14,64,4.406.6,155.2,ng,Explain It To Em,orianna,52,458,37,54,2.484.4,175.8,ng,zac lover,kaisa,57,201,7,29,2.327.3,157.7,ng,Piltover 6,renata,None,None,None,None,None,0,ng
loss,Reborntheking,jax,51,1155,25,56,1.476.0,210.7,ng,God Oƒ Lee Sin,leesin,48,467,286,51,2.678.3,147.3,ng,White room,orianna,56,173,6,67,4.097.7,181.2,ng,ucjgwek,kaisa,59,145,3,33,1.604.0,178.3,ng,no longer cheeto,pyke,51,639,2,50,2.005.5,40.5,ng,ísaze,riven,52,332,243,49,2.379.7,207.9,ng,LizardBOSS13,poppy,53,146,5,60,2.504.2,147.2,ng,Hawkeye TB,aurelionsol,49,183,34,53,2.947.3,222.5,ng,Natural Cure,jinx,74,19,7,57,3.336.1,200.3,ng,Amperli,lulu,59,32,13,62,4.661.0,13.4,ng
win,hostageholder27,yone,55,110,10,70,2.3813.2,241.9,ng,Járèd,amumu,39,18,22,50,2.407.0,174.7,ng,Wet Like Wada,vex,50,22,9,44,2.086.9,171,ng,AJ Toph,chogath,59,22,1,100,1.134.0,158,ng,TLS FITZY,brand,58,19,1,100,0.703.0,21,ng,JustHereForSkins,nasus,53,64,1,0,0.560.0,135,ng,Explo,jarvaniv,44,57,23,57,3.356.8,169,ng,Yelan,ahri,53,204,58,59,6.237.6,254.7,ng,rurihime,twitch,37,27,3,0,1.327.3,189.7,ng,Leona Del Bae,nami,38,8,6,33,3.393.5,9,ng
loss,GlassCannonIRL,trundle,65,101,84,64,1.844.1,237.1,ng,vvx hc9999na,talon,53,298,34,59,3.9010.4,221.6,ng,Spìrit,brand,56,137,29,62,2.136.4,119.5,ng,Emyangiss,twitch,75,40,11,91,2.5310.3,141.3,ng,just for her,soraka,52,96,9,56,2.931.2,20.3,ng,Beang,yone,57,191,103,54,1.895.5,196.3,ng,o1dest dream,graves,51,864,346,55,3.147.7,183.4,ng,rovex,xerath,52,146,3,67,3.863.3,147.3,ng,AJOSU,tristana,50,547,32,50,2.556.6,209.3,ng,JIW00NG,blitzcrank,47,219,45,56,3.071.9,33.4,ng
loss,SkillAura101,pantheon,49,572,248,52,2.296.0,153.2,ng,Yêu em thôi,zac,53,96,5,40,2.883.2,132.4,ng,ColorblindCuber,zed,51,367,357,50,2.626.6,241.3,ng,CrazyMan8,jinx,54,136,1,0,1.389.0,255,ng,Wittsie,neeko,54,306,116,61,2.544.7,29.8,ng,Min älskling,briar,78,27,4,100,1.718.8,175.8,ng,Harkan,ivern,50,216,20,65,5.071.9,135.1,ng,CileLoL,syndra,57,166,9,56,2.066.2,180.2,ng,ExZ33D,kaisa,56,50,2,50,2.649.5,249.5,ng,Twilight Trill,pyke,61,71,4,50,2.375.8,38.5,ng
loss,Wonie is Mine,darius,53,144,115,53,1.657.4,185.6,ng,COKAYN ONLY,jarvaniv,55,124,73,56,3.865.3,162.3,ng,Lv baby,lissandra,52,321,14,57,2.276.3,160.3,ng,unfinished water,jinx,46,364,46,48,2.217.6,199,ng,YüKíí,janna,53,170,56,59,3.230.5,7.9,ng,cleaver god,drmundo,56,326,309,57,1.745.1,186.6,ng,Yunbee,leesin,44,9,2,50,3.004.5,168.5,ng,Faelwen,taliyah,49,672,55,47,1.896.8,202.8,ng,Hanwool,caitlyn,46,317,10,40,3.537.8,222.1,ng,Princess Santino,sona,51,521,88,53,3.552.7,11.2,ng
win,CANECANECANECANE,nasus,52,412,275,56,1.774.2,180.6,ng,diamond pIayer,ekko,55,96,55,53,3.747.6,210.3,ng,sperging,twistedfate,54,278,16,75,2.387.3,206.2,ng,Woomayusi,senna,67,48,4,100,3.454.8,66.8,ng,BeaIe,tahmkench,45,148,56,54,2.705.3,146.1,ng,GG Throw TOP,urgot,49,172,165,49,2.315.1,193.8,ng,Sweetie eve,graves,55,372,177,63,3.469.1,228.5,ng,CamelliaLove,sylas,58,123,16,75,2.8710.6,159.4,ng,callmesoo,varus,50,951,60,47,2.226.5,190.9,ng,Rikkeu,zilean,48,117,2,50,5.292.5,84,ng
loss,Diumic,aatrox,46,65,4,50,1.456.3,203.5,ng,Wolfathan,zac,50,228,53,64,4.173.9,143.2,ng,WILDCARD FMJAYCE,jayce,58,125,121,59,2.349.4,174.6,ng,YeeterDownASixer,kaisa,46,300,25,44,1.885.8,214.1,ng,Arkam19,rell,48,153,24,42,3.302.1,37.9,ng,Veritas Vincite,fiora,52,462,384,54,2.046.0,184.1,ng,dffklyirk,reksai,54,196,9,89,4.459.8,151.2,ng,Za Za Merchant,ekko,49,373,43,61,2.948.3,184.4,ng,lil td1,varus,55,38,4,50,2.085.5,156,ng,Half dragon soul,xerath,52,236,39,59,3.034.4,51.4,ng
win,theboss839,garen,None,None,None,None,None,0,ng,Suicide Simba,graves,51,380,40,53,2.907.5,179.2,ng,ºCrippsyº,syndra,58,98,18,67,2.757.3,196.7,ng,Sunny Days,seraphine,54,56,10,70,5.664.4,177.6,ng,TR011Bot,senna,55,101,26,69,3.904.7,22.4,ng,PshhProdigy,ksante,55,218,118,63,2.585.6,192.8,ng,Quannuseal,ivern,59,97,4,50,5.071.8,118.5,ng,TheGreatNoob1,lissandra,None,None,None,None,None,0,ng,Delilah,sivir,49,680,36,42,2.827.8,230.5,ng,Ravihel,gragas,57,103,84,60,2.864.1,46.1,ng
loss,Uladysiusid,malphite,77,39,5,60,3.154.8,153.8,ng,SANRIO KITTEN,rengar,58,96,42,55,2.6710.0,167.2,ng,Megrunceyne,leblanc,69,48,16,75,5.297.4,202,ng,Jèak,kaisa,55,268,102,52,3.167.2,209.2,ng,Gaiya,braum,47,58,7,29,1.800.9,37.3,ng,175,akali,48,176,10,30,1.765.9,169.4,ng,cloudedcosmo,sejuani,57,58,1,100,15.006.0,131,ng,Rùa Con,jayce,49,156,32,47,1.907.1,204.5,ng,free from sin,tristana,68,78,7,100,5.5410.4,193.9,ng,Zyxil,lulu,48,103,11,64,4.261.9,8.1,ng
loss,bipolar chicken,kayle,49,333,98,57,1.654.6,202.6,ng,bowkuto,karthus,48,179,10,50,3.299.4,222.5,ng,Tho Neef,jayce,51,63,1,0,0.805.0,162,ng,DRX SMlTE,lucian,None,None,None,None,None,0,ng,Ran Sairofe,nami,55,221,9,44,1.961.4,10.1,ng,Koshercash,aatrox,None,None,None,None,None,0,ng,vincula,graves,51,268,41,59,3.078.0,234.2,ng,ROUBOEUF,orianna,52,67,3,67,2.477.0,190.3,ng,frothy kog,ashe,49,711,516,52,2.295.7,175.6,ng,idealism,sona,52,390,314,53,2.552.3,17.2,ng
win,VuSPEC,ornn,60,20,88,59,3.324.8,226.3,ng,LoL SsenJu,jarvaniv,52,198,4,75,3.264.0,124.3,ng,Hide on Cench,akali,39,84,86,40,2.098.0,169.5,ng,Korizzy,ashe,56,121,4,50,2.2811.5,253.8,ng,LoL Dogen,senna,75,8,1,100,3.7516.0,38,ng,YYMISS,gnar,63,27,14,57,1.976.6,180.9,ng,Subnat,karthus,61,71,29,62,2.815.7,198.6,ng,BlackRappe,aurelionsol,49,196,88,58,3.359.4,208.4,ng,JB 20 cm,vayne,48,275,80,60,2.509.5,187.1,ng,shangshanhuiliyi,thresh,43,58,6,33,3.452.0,33,ng
win,Jc faker,darius,54,451,84,52,1.886.1,190,ng,Quataskal,graves,52,403,79,62,3.2111.1,225,ng,SonicBliss,ekko,64,42,45,62,2.276.4,172.4,ng,skillshot phobia,draven,54,602,206,58,2.229.8,178.2,ng,Secrecy,blitzcrank,51,159,21,48,2.371.9,28.6,ng,Tilted Toplaner,yorick,48,633,352,50,1.583.4,238.4,ng,Kanashî,kindred,56,143,120,59,2.738.0,153.4,ng,3 15 worlds,kassadin,50,106,25,52,3.786.9,213.2,ng,Levi Twitch,twitch,51,669,333,58,2.7010.0,178.3,ng,Glomp Chu,lulu,50,323,47,32,2.961.0,16.6,ng
win,catdaddyj95,illaoi,49,717,557,52,1.815.5,207.2,ng,OlperQQ,lillia,51,423,15,73,3.168.1,172.4,ng,Jameeb,syndra,49,466,76,53,1.955.8,203.8,ng,Bor Taer Bds,draven,57,74,15,47,2.156.9,204.7,ng,BladeeWaltz,ashe,70,50,7,86,2.537.0,77,ng,Breach3r,udyr,63,81,44,82,2.526.1,208.4,ng,Cookiemanman2,volibear,42,57,18,56,5.215.8,164.1,ng,Grjonbernen,akali,60,139,8,63,3.748.9,138.5,ng,JinZYaj,ezreal,49,127,41,59,2.9010.9,184.2,ng,Nivhay,morgana,49,487,142,53,2.353.2,32.9,ng
loss,bmxhxbux,yone,62,105,75,68,2.097.5,225.4,ng,Knux,gwen,None,None,None,None,None,0,ng,nvm,kennen,52,914,84,54,2.298.0,161.2,ng,listenDogs,draven,49,182,6,33,1.855.7,178.2,ng,Yoshiking123,thresh,49,156,11,55,3.161.2,29.9,ng,RageBronze,pantheon,51,749,5,20,1.215.2,162.4,ng,Pelza,jarvaniv,50,427,57,54,3.464.6,153.2,ng,Rimrix,ekko,52,130,1,100,8.5012.0,116,ng,bolito,caitlyn,50,598,11,36,2.185.0,210.8,ng,12 Pouces Mou,xerath,50,422,92,61,2.386.1,67.4,ng
loss,Jinxfan,yone,56,95,24,67,2.378.7,231.3,ng,clintonkwong,poppy,53,259,6,33,2.483.3,125.3,ng,Tofu the Civic,zoe,56,335,30,57,2.485.9,173.4,ng,Raeghal,aphelios,49,313,57,54,1.966.8,185.9,ng,Valdanio,renata,None,None,None,None,None,0,ng,Kimrin,jax,50,123,48,52,1.725.3,184.6,ng,Froshot,evelynn,47,81,27,56,3.7610.3,184.8,ng,MooseInATree,zilean,47,89,10,60,3.591.9,123.2,ng,mig15wrath,twitch,53,259,23,48,2.2711.4,148.9,ng,IzayoiRabbit,amumu,44,70,2,50,2.002.5,41,ng
loss,Serca,sett,47,59,25,40,1.806.0,167.2,ng,Sadclownguy,leesin,49,566,30,27,2.706.5,136.2,ng,Fifth Roundtable,lux,46,52,15,27,2.426.1,177.7,ng,Asmitå,kaisa,50,290,48,46,2.837.7,188,ng,ziggaIicious,bard,53,247,208,53,3.302.9,20.5,ng,ticofighter,tahmkench,51,518,540,52,2.424.1,134.2,ng,U of T J8KING,taliyah,51,267,144,56,4.088.7,207.9,ng,fuzzje,cassiopeia,52,623,20,60,2.085.9,211,ng,a dreaming boy,vayne,50,773,255,52,2.237.1,181.6,ng,ThanatostheGuard,blitzcrank,53,86,3,67,2.892.3,41.3,ng
