Win.Loss,avg_ally_champ_wr,avg_ally_champ_games,avg_ally_total_games,avg_ally_overall_wr,avg_ally_cs,avg_ally_kda,avg_enemy_champ_wr,avg_enemy_champ_games,avg_enemy_total_games,avg_enemy_overall_wr,avg_enemy_cs,avg_enemy_kda
loss,38.8,11.6,145.6,51.0,153.11999999999998,2.1563799999999995,64.2,48.4,128.2,47.4,145.16000000000003,2.22228
win,61.6,63.6,116.0,44.8,180.48,2.69732,49.4,44.2,99.8,47.2,183.18,2.86936
loss,49.6,54.8,141.4,52.6,156.26000000000002,2.43414,58.6,40.0,227.8,50.2,171.68,2.851272
win,70.0,6.8,42.8,56.0,126.18000000000002,4.266540000000001,4.0,1.8,6.4,50.024,83.0,0.47816000000000003
loss,27.8,9.6,62.0,45.8,147.26,2.45564,77.8,45.4,82.8,56.412,155.56,3.424472
loss,63.4,12.6,84.4,47.4,164.8,2.44988,44.044000000000004,14.6,133.84,50.624,95.88,2.4814499999999997
loss,42.6,71.4,166.2,51.4,153.73999999999998,2.4747480000000004,68.6,3.8,205.0,55.6,152.83999999999997,3.4278999999999997
loss,26.222,2.8,120.42,37.612,141.72,1.9389399999999999,63.422000000000004,85.0,277.41999999999996,49.812,142.38,2.37226
loss,22.6,7.2,68.2,40.0,139.12,2.3063399999999996,68.0,30.4,207.8,55.6,147.94,3.53128
loss,39.622,3.4,223.01999999999998,49.612,155.64000000000001,2.001674,65.622,29.6,127.62,50.412,126.04,3.162272
loss,49.4,16.0,183.2,52.2,169.12,2.5215099999999997,67.2,9.2,74.0,50.0,161.06,3.7347799999999998
loss,17.8,4.4,232.6,50.8,147.35999999999999,1.46327,68.4,10.4,150.8,46.2,118.78,2.0427600000000004
loss,40.6,130.2,322.4,49.6,164.6,2.1115,64.0,22.4,259.8,53.2,159.75999999999996,3.00786
win,65.22200000000001,7.0,63.42,48.412,143.56,2.441946,25.0,5.0,27.2,46.6,134.94,2.400932
loss,44.2,8.4,20.2,45.8,163.57999999999998,2.84044,66.6,71.2,340.6,53.0,158.96,2.58462
win,63.4,62.4,347.6,49.6,135.28,2.246212,31.0,58.4,177.6,53.6,119.43999999999998,2.1840599999999997
loss,39.4,16.6,148.4,51.6,149.9,2.6026599999999998,60.822,14.8,219.82,49.624,138.86,2.52768
loss,35.0,21.8,115.4,46.0,127.14000000000001,2.0595220000000003,52.6,31.4,285.0,50.8,138.94,2.1642
win,83.4,5.0,83.6,58.0,151.24,5.3057,30.6,4.0,214.0,47.2,111.35999999999999,2.46622
loss,44.444,1.6,74.24,44.624,69.5,2.27472,42.4,36.8,114.6,51.8,152.78,1.9875
win,73.2,10.0,197.2,47.2,163.4,3.82204,38.0,26.4,138.2,46.6,130.49999999999997,2.84904
win,72.8,8.4,54.6,52.8,158.07999999999998,2.2491999999999996,19.6,21.0,165.8,52.8,162.42000000000002,2.93052
win,70.4,143.4,375.6,56.4,156.85999999999999,2.5321659999999997,38.2,83.2,319.6,50.8,147.0,2.3035400000000004
loss,56.0,21.6,69.4,57.2,155.28,2.53664,42.4,11.0,179.2,50.6,150.14,2.47709
win,81.0,2.6,54.4,50.4,135.04000000000002,3.458892,36.2,30.2,238.2,42.8,142.70000000000002,2.0172800000000004
win,56.6,24.4,107.4,49.6,146.0,2.93882,42.4,60.6,209.2,47.2,163.2,2.6576600000000004
loss,54.822,14.8,73.02000000000001,53.812,130.51999999999998,2.9379280000000003,54.222,22.4,197.22,50.612,116.53999999999999,2.54208
loss,54.2,56.4,351.4,50.6,166.04000000000002,2.264506,48.2,161.8,378.2,51.8,154.57999999999998,2.22378
loss,34.2,33.2,89.0,36.2,138.16,1.31562,54.4,37.6,266.8,53.2,147.78,3.1268599999999998
loss,49.6,46.0,197.8,50.2,140.5,2.698292,63.0,43.2,214.8,55.6,136.54000000000002,3.13034
loss,47.622,40.6,408.21999999999997,53.012,111.16,1.6391000000000002,49.6,175.4,349.4,52.6,133.34,2.41454
loss,41.8,20.2,69.8,48.2,158.08,1.764084,58.8,99.0,303.4,53.6,151.28,3.313
loss,39.6,34.4,102.6,51.8,175.83999999999997,2.94968,75.0,19.0,191.6,53.0,163.82,3.36174
loss,39.222,6.6,124.22,54.412,168.38,2.1717400000000002,63.6,41.6,94.8,59.2,177.14,2.921172
loss,13.8,13.8,106.2,51.812,131.85999999999999,1.1741,58.0,37.0,189.4,52.0,144.95999999999998,2.7095279999999997
loss,37.8,15.0,46.8,55.2,157.18,2.6024,67.8,25.8,118.2,54.2,146.86,2.9914359999999998
loss,48.6,37.0,394.0,52.4,164.26000000000002,2.614,65.0,53.0,209.6,50.6,180.42000000000002,2.4875200000000004
loss,43.0,41.8,149.2,56.412,144.68,2.23854,61.8,17.6,165.4,52.8,159.6,2.49408
win,53.422000000000004,65.0,248.82,50.412,116.93999999999998,2.58886,50.222,57.4,266.02,50.812,120.3,2.55123
loss,27.4,9.0,269.4,51.6,142.8,2.29012,56.0,71.6,295.8,50.0,152.23999999999998,2.5766999999999998
win,63.6,42.8,118.2,51.8,154.45999999999998,2.7967440000000003,34.4,16.0,132.0,50.6,147.92000000000002,2.628264
loss,49.022000000000006,11.0,217.21999999999997,49.012,149.08,2.52786,62.0,94.2,301.8,49.0,153.33999999999997,3.40732
loss,55.444,1.4,164.24,50.024,117.75999999999999,1.96254,81.422,5.4,141.82,55.012,122.52000000000001,3.9800259999999996
win,81.6,144.2,181.8,50.0,186.26,1.91216,43.0,58.0,210.6,52.4,157.73999999999998,2.3464400000000003
loss,47.2,21.8,244.0,56.6,186.34,2.2447399999999997,60.0,41.6,252.4,48.8,153.44,2.7009
loss,49.4,11.6,44.2,51.412,179.04000000000002,2.4349999999999996,54.8,23.2,168.4,51.4,148.82,2.8065999999999995
loss,49.2,18.6,93.8,45.6,175.14000000000001,2.9851199999999998,54.4,30.6,285.4,50.6,155.51999999999998,2.51396
loss,40.0,14.8,429.4,62.0,167.16,2.04202,66.8,31.0,202.6,51.6,181.85999999999999,3.2979659999999997
loss,43.0,9.8,56.8,53.8,137.83999999999997,2.675966,63.4,53.0,397.8,52.2,159.35999999999999,4.316059999999999
win,58.8,66.6,212.8,52.2,177.8,2.2375059999999998,33.2,21.0,231.8,48.2,152.48,2.2242800000000003
loss,44.4,46.4,165.2,51.8,152.22,2.15471,55.0,153.0,324.4,51.2,156.76,2.5326
loss,34.6,6.8,157.4,56.4,110.72,2.50876,77.4,7.4,127.6,47.6,101.7,4.30016
loss,53.4,128.8,190.0,51.6,160.42,2.25616,73.4,4.4,166.8,55.4,139.61999999999998,3.8748000000000005
loss,58.6,94.2,129.8,64.2,154.9,2.27852,47.4,54.6,210.8,50.8,148.94,3.0522800000000005
win,66.8,16.4,112.2,64.8,161.06,3.1369599999999997,47.4,12.8,236.6,49.8,132.76,2.35222
win,60.822,65.2,106.42,58.612,113.3,2.8512880000000003,43.0,10.2,135.0,46.8,148.82,2.89056
loss,64.022,43.0,196.22,45.612,112.47999999999999,2.90218,51.8,118.4,314.4,53.0,163.26,2.20673
loss,40.8,26.2,208.8,52.6,143.42,2.78852,51.8,163.4,323.0,49.4,155.42000000000002,2.8828
loss,35.022000000000006,56.2,174.62,49.012,139.82,2.8022599999999995,58.622,16.0,121.42,57.412,124.93999999999998,2.787372
win,51.4,68.4,101.6,48.012,150.26,6.69332,53.422000000000004,27.4,302.21999999999997,50.612,145.64000000000001,2.38718
loss,62.622,62.6,188.02,56.812,128.37999999999997,2.835394,44.8,99.0,166.0,53.6,157.0,2.5883399999999996
loss,35.822,8.0,86.02000000000001,58.212,117.42,2.46261,54.8,202.4,616.4,51.0,161.78,2.41954
loss,41.0,4.0,160.6,56.4,176.66,2.7213760000000002,57.2,40.6,274.2,55.2,149.88,2.64024
win,68.8,59.6,204.6,55.2,132.42000000000002,3.126044,36.2,37.6,219.4,52.4,139.85999999999999,1.89349
loss,31.6,18.2,171.2,57.8,135.52,1.29232,53.4,46.8,276.4,51.2,158.35999999999996,2.9560400000000002
win,55.6,41.2,244.6,52.2,141.06,2.7362399999999996,42.0,11.2,193.4,51.4,142.32,2.44942
win,51.0,13.6,84.2,52.8,160.34,2.2396000000000003,42.622,25.4,114.22,48.212,132.8,2.07424
loss,37.822,30.4,95.62,49.612,129.14000000000001,2.3000620000000005,59.0,67.6,211.0,53.4,150.74,4.8429400000000005
win,74.0,43.6,95.8,63.0,160.04,3.36602,50.0,15.8,140.4,52.2,159.94,2.7436
win,68.2,97.0,444.2,51.6,155.0,3.0273019999999997,51.8,79.4,270.4,51.2,149.42,2.38812
loss,51.8,17.2,92.4,50.6,148.28,2.47376,66.2,236.2,358.0,49.6,137.42000000000002,2.36394
loss,51.866,5.2,115.46,49.836,41.38,2.48962,67.2,113.6,344.6,46.8,148.06,2.7933320000000004
win,58.2,40.2,195.6,48.0,157.98000000000002,3.3005899999999997,45.4,57.4,125.0,50.012,169.88,2.99286
win,84.0,11.4,96.2,63.6,179.82,3.071084,50.2,187.4,308.6,49.2,167.28,2.10036
loss,57.2,51.0,287.8,52.8,158.54000000000002,2.2195,59.6,200.8,289.8,51.4,165.52,2.35382
win,67.4,34.8,103.4,55.412,140.3,3.415,53.8,10.6,165.8,50.4,149.94,2.11226
loss,49.6,73.4,213.0,49.0,127.7,2.120864,57.8,34.4,112.4,49.6,154.88,3.31318
loss,51.8,21.2,205.2,49.8,143.06,2.29787,60.8,54.0,173.2,55.0,172.92000000000002,2.5873520000000005
loss,52.8,11.8,145.6,56.0,155.14000000000001,2.652306,59.8,70.0,220.0,50.6,145.2,2.7666399999999998
win,55.0,10.4,102.0,52.8,140.06,2.38198,22.2,6.6,71.8,47.4,126.04,2.27308
win,94.8,11.6,171.2,62.2,176.85999999999999,3.8878460000000006,53.4,55.2,83.4,60.2,145.68,2.92726
loss,20.2,152.0,283.8,54.4,129.64000000000001,1.40646,54.0,73.6,481.4,49.8,149.56,2.51436
loss,21.8,13.4,143.2,53.012,145.8,2.2102399999999998,66.0,9.8,238.2,50.8,165.48,2.37258
loss,24.8,22.2,57.8,51.8,147.8,2.04648,45.4,67.6,181.0,48.8,167.83999999999997,2.06824
loss,40.0,5.0,94.6,45.4,127.47999999999999,2.37966,53.022000000000006,86.6,164.02,48.212,149.4,2.49906
loss,51.0,53.4,179.8,56.4,135.07999999999998,2.61218,53.4,44.6,357.0,52.0,155.88,2.385008
loss,47.0,59.4,254.8,54.8,172.92000000000002,2.5897259999999998,66.0,50.6,188.2,51.6,176.88000000000002,2.614982
loss,43.2,69.6,160.8,48.6,143.56,2.09062,65.4,27.8,93.4,54.4,155.36,3.083196
loss,55.6,26.2,78.8,50.8,151.38000000000002,3.2164,60.6,46.8,277.6,54.2,141.61999999999998,2.8520399999999997
win,52.4,104.4,322.8,53.0,157.94,2.4199399999999995,61.4,76.0,231.8,53.4,162.99999999999997,2.485138
win,72.6,38.6,263.6,48.4,137.22,2.6005920000000002,48.8,57.8,277.0,49.8,168.22000000000003,2.1384800000000004
loss,23.6,11.4,68.8,53.4,117.82000000000001,1.9895200000000002,56.4,34.0,307.6,49.2,164.32,2.4976520000000004
win,60.422000000000004,16.0,141.42000000000002,57.212,108.04,3.33082,54.0,11.4,208.8,53.2,156.17999999999998,2.45244
loss,37.266,3.2,130.86,49.436,77.74,2.19794,63.0,22.8,177.0,67.0,140.1,3.0401219999999998
loss,47.422000000000004,34.2,205.01999999999998,52.012,113.94000000000001,2.4847200000000003,46.822,29.8,132.82,53.212,128.72,2.5435399999999997
win,67.2,116.0,197.0,51.0,150.21999999999997,2.83248,58.222,19.2,197.42000000000002,52.612,109.66,2.90942
win,64.0,46.2,115.2,52.812,153.87999999999997,2.91134,37.2,45.8,178.4,51.2,136.84,2.45912
loss,29.4,47.8,156.2,47.224000000000004,150.0,2.30237,82.4,13.6,102.0,53.812,157.96,3.2022399999999998
win,65.422,5.2,174.42000000000002,51.212,94.72,2.7846859999999998,55.0,34.8,211.6,51.4,167.38,2.45082
win,74.4,22.0,113.6,64.2,136.35999999999999,3.06162,31.0,20.4,110.4,50.0,149.64000000000001,2.2008799999999997
loss,55.2,35.4,55.0,50.6,130.83999999999997,2.5103999999999997,55.422000000000004,12.0,142.42000000000002,53.812,119.88,2.5544599999999997
win,60.0,34.0,123.0,53.812,173.94,2.8858539999999997,50.644,29.2,167.24,51.424,89.50000000000001,2.49756
loss,41.2,13.0,97.2,51.6,130.64000000000001,1.8819700000000001,56.4,34.2,109.8,49.8,151.22,3.514830000000001
loss,52.422000000000004,90.6,307.62,50.412,139.68,2.636482,55.8,107.6,283.4,49.8,157.36,2.4052999999999995
win,64.6,25.0,137.6,49.0,149.44,3.01659,36.2,16.8,102.2,50.6,139.72,2.257452
loss,41.6,19.6,147.2,43.6,155.6,2.6573800000000003,59.6,70.4,271.8,53.0,136.12,3.43478
loss,37.2,83.4,225.8,44.4,149.07999999999998,2.25964,74.2,18.0,97.4,51.0,153.04000000000002,2.1831
loss,34.4,40.2,230.4,48.8,165.28,1.9767199999999998,56.422000000000004,38.4,123.22,51.412,124.58000000000001,2.7887500000000003
win,71.4,27.4,62.2,50.6,161.42000000000002,3.14586,25.2,21.2,173.6,48.6,154.42,1.8947599999999998
win,61.8,20.6,80.2,43.4,170.23999999999998,2.2935600000000003,23.2,3.6,24.0,48.6,145.54,1.6072099999999998
loss,31.2,15.4,122.0,49.6,162.66,2.31607,72.2,8.2,101.0,55.2,139.44,4.5856200000000005
win,64.4,32.0,201.2,51.4,149.83999999999997,3.154208,66.822,57.6,157.02,42.012,98.28,2.90762
loss,44.2,62.4,178.2,49.8,145.74,1.7683039999999999,69.2,16.6,204.4,50.2,139.82,2.690988
loss,44.8,13.0,172.2,56.0,152.94,2.5396,54.4,80.6,245.8,52.8,143.2,2.3684400000000005
loss,50.0,35.4,99.8,42.0,137.8,2.68788,72.622,10.8,72.42,57.612,127.11999999999998,5.59956
win,59.8,15.4,118.4,52.6,158.82,2.43182,58.444,20.6,181.64000000000001,47.824,84.8,2.8703
win,57.8,37.6,131.4,54.6,166.66,2.88328,53.2,36.8,239.8,49.0,129.22,2.58386
win,64.6,5.2,26.2,47.012,125.08,3.02952,10.4,6.8,85.2,40.2,65.38,1.52288
loss,53.622,54.8,183.22,51.212,112.88,3.1276800000000002,41.2,10.8,164.0,49.4,162.68,2.51896
loss,33.4,32.4,242.2,46.6,166.57999999999998,2.212822,51.6,110.8,284.2,50.2,144.35999999999999,2.322324
loss,36.4,12.2,86.8,45.4,153.5,2.087634,74.422,4.0,75.82000000000001,53.024,120.96,3.64788
win,61.8,79.0,247.2,49.2,184.62,2.33538,47.622,45.8,279.62,49.412,153.2,2.38177
loss,68.4,51.2,188.4,52.8,161.52,2.57879,41.2,93.0,334.6,48.8,173.33999999999997,2.431388
win,70.6,13.2,57.6,46.612,176.82,3.2215580000000004,40.4,28.0,73.4,47.2,162.92,2.13964
loss,38.0,10.0,43.0,50.812,138.74,2.53686,61.0,39.6,125.4,53.0,124.62,2.7891680000000005
loss,44.4,51.6,191.0,51.2,155.0,2.15618,48.8,45.0,470.0,49.0,167.16,2.00382
loss,70.22200000000001,14.6,126.62,45.412,166.8,3.48524,73.6,63.0,268.8,51.8,151.52,2.9940599999999997
win,70.2,75.0,182.8,60.2,127.58000000000001,4.12808,35.4,11.4,143.6,48.2,132.26,2.21572
win,60.6,101.4,360.6,50.8,146.98,2.3836199999999996,30.0,24.4,121.4,45.6,164.82,2.1710920000000002
win,51.8,135.8,166.4,52.6,168.83999999999997,2.3468000000000004,48.0,76.6,405.6,51.6,157.34000000000003,2.2933999999999997
win,61.2,13.6,35.0,52.0,152.76,3.1744700000000003,42.6,38.0,96.0,52.2,185.6,1.8546399999999998
win,70.6,37.4,109.6,60.8,168.23999999999998,3.275612,49.8,45.6,79.6,50.6,169.64,2.80816
loss,28.0,26.2,117.6,43.0,143.04000000000002,1.909676,77.0,42.4,209.8,49.8,162.07999999999998,2.4028599999999996
win,50.6,46.2,214.6,48.8,135.94,2.9574800000000003,56.6,26.4,139.6,51.2,153.22000000000003,2.4327199999999998
loss,34.2,49.2,155.0,45.2,171.61999999999998,2.03911,76.2,16.2,98.4,50.0,154.35999999999999,3.1944500000000002
win,60.6,27.2,184.2,51.8,146.56,3.05172,52.622,51.2,182.82,49.412,121.58,2.2639020000000003
loss,36.0,6.0,171.8,51.8,155.52,1.9502,46.6,24.0,220.2,54.6,152.27999999999997,2.68
loss,41.844,3.8,95.24,47.424,82.44,2.7271799999999997,78.2,9.0,255.4,52.0,168.66,2.78342
win,78.8,8.0,58.6,56.6,145.86,6.07258,22.0,10.6,111.4,51.2,143.1,1.86558
loss,63.84400000000001,2.6,167.64000000000001,46.824,74.4,2.7684999999999995,55.644000000000005,13.0,150.44,51.424,92.22,2.461202
win,69.6,18.0,196.0,50.4,169.74,2.250448,26.6,2.4,168.0,53.0,136.35999999999999,3.0057599999999995
loss,50.6,76.6,129.8,50.0,155.5,2.5595799999999995,65.2,67.8,216.4,51.4,161.88,3.39332
loss,57.644000000000005,29.6,122.04,55.224000000000004,77.88000000000001,3.068254,61.8,60.8,238.8,51.8,137.23999999999998,3.3287000000000004
loss,47.0,15.6,64.2,47.8,173.66000000000003,3.1055800000000002,64.6,50.8,155.0,49.8,170.94,2.77018
win,70.022,10.4,109.62,50.412,148.5,4.2199279999999995,40.022000000000006,7.0,162.22,46.212,137.28,1.7322
loss,54.4,65.4,95.8,51.8,158.54000000000002,2.2449559999999997,55.4,38.6,152.8,48.0,157.66,2.8843460000000003
loss,54.4,20.4,175.6,51.0,145.28000000000003,3.40356,71.6,23.4,135.2,52.8,122.80000000000003,2.5113399999999997
loss,51.6,40.4,284.0,48.6,165.1,2.48858,63.4,21.6,158.8,50.4,159.35999999999999,2.4686999999999997
win,77.0,7.0,41.4,50.0,164.95999999999998,4.14131,16.4,10.4,60.2,42.2,170.11999999999998,2.24998
loss,31.8,16.8,166.8,54.4,154.78,2.34856,44.222,4.2,83.42,51.812,102.0,2.2110700000000003
loss,52.0,55.2,159.6,51.0,138.12,2.69234,54.0,29.6,176.6,57.4,149.64000000000001,3.0763560000000005
win,60.2,31.6,130.8,49.8,138.7,3.1051,45.2,62.8,143.2,49.4,151.36,2.2055
win,58.2,35.0,249.2,51.6,173.84,2.290208,58.622,58.6,194.42000000000002,49.812,121.0,2.793766
win,48.8,18.6,199.8,47.0,131.5,2.14616,44.0,74.0,206.0,49.4,147.94,1.9441619999999997
loss,29.4,124.6,102.4,40.2,142.42,1.48066,60.2,100.6,174.2,45.8,148.36,2.5888
win,57.422000000000004,43.0,182.82,54.212,121.14000000000001,2.26972,45.0,6.8,237.2,52.0,202.9,1.7121600000000001
win,62.0,4.8,75.2,46.212,122.02000000000001,2.9767,52.6,8.8,185.6,53.0,161.61999999999998,2.01552
loss,48.2,25.4,79.0,54.0,168.6,2.2582400000000002,71.8,149.0,240.6,51.612,140.74,4.00574
win,66.6,31.0,127.0,54.2,147.06,3.09632,49.6,20.4,107.6,51.8,156.20000000000002,2.6659800000000002
win,70.0,75.2,202.6,62.8,147.54000000000002,3.33796,53.0,95.0,196.8,47.8,143.36,2.2322
win,50.822,25.0,258.02,47.212,157.9,2.7844219999999997,59.8,30.8,155.8,50.012,160.56,3.2217019999999996
win,50.8,138.6,330.8,51.012,147.11999999999998,2.90318,40.0,50.8,297.6,50.4,169.94,2.00562
win,64.2,69.8,154.0,48.2,166.08,3.8904599999999996,51.0,39.6,234.8,52.0,168.02,2.4539
loss,53.6,74.6,139.0,48.4,118.83999999999999,2.7027,73.0,8.6,76.4,54.4,153.28,2.40754
loss,49.0,68.4,180.4,42.4,153.34,2.2920000000000003,61.6,41.6,232.0,52.8,143.26,3.55662
loss,26.8,35.4,152.8,49.8,147.8,1.7494600000000002,45.2,47.2,224.2,46.8,165.1,1.8237400000000001
loss,53.0,50.4,157.0,55.8,149.7,3.06209,84.8,24.0,79.0,59.012,169.16,3.704566
loss,11.2,41.8,163.0,42.6,116.62,2.2165600000000003,55.4,24.4,265.6,53.2,143.5,2.4054200000000003
loss,22.8,41.0,188.2,50.0,141.85999999999999,1.80216,54.6,38.2,185.4,50.012,154.64000000000001,2.2730400000000004
win,70.4,31.8,157.0,51.8,155.84,2.7653600000000003,33.2,37.2,102.4,49.6,167.95999999999998,1.72594
loss,68.0,28.2,104.0,59.2,165.12,2.40992,49.0,48.6,373.8,51.4,145.85999999999999,2.15468
loss,38.2,20.0,118.6,45.2,178.12,2.9781199999999997,57.2,63.2,262.0,53.2,164.02000000000004,3.1765600000000003
win,66.022,19.2,83.82000000000001,56.212,141.68,2.566508,30.2,46.4,74.0,51.024,174.72,2.0452339999999998
loss,50.0,105.8,190.4,51.4,148.50000000000003,2.504148,56.2,180.8,320.8,48.8,156.9,2.55734
win,62.422000000000004,20.8,215.21999999999997,49.612,134.68,2.330726,55.622,26.4,182.42000000000002,54.212,147.44,2.6520900000000003
win,52.2,91.0,267.8,52.0,172.2,2.43242,46.8,54.2,363.0,51.4,148.82000000000002,2.36562
loss,26.0,5.0,78.2,42.0,105.6,1.70682,71.8,16.8,126.4,53.4,134.04000000000002,2.77718
loss,48.222,3.6,81.62,56.012,152.46,2.2536199999999997,77.4,5.6,79.4,49.6,155.51999999999998,3.8066760000000004
win,71.2,43.6,286.2,47.6,179.94,4.3433,39.2,117.2,223.4,51.0,128.44,2.1028
win,62.0,7.4,88.2,50.8,147.76,2.891102,46.4,20.4,119.4,47.2,151.06,2.06278
loss,61.4,11.0,235.2,45.4,175.86,2.8900599999999996,60.4,53.0,170.8,52.6,164.21999999999997,2.7163399999999998
loss,14.4,5.2,44.6,50.0,146.76,2.2658,71.0,17.0,174.2,50.6,151.78,3.3642599999999994
win,69.6,45.2,236.0,50.6,153.95999999999998,3.5638400000000003,42.4,14.6,83.4,54.2,163.26,2.533086
win,61.022000000000006,39.0,118.02000000000001,51.612,125.84,2.59094,40.4,36.8,135.8,50.4,143.54,2.3485199999999997
win,49.4,14.6,91.8,48.8,168.95999999999998,2.60618,53.2,52.8,252.6,50.4,143.40000000000003,2.47845
loss,43.2,10.8,46.6,48.0,124.52000000000001,2.69658,66.2,24.6,203.2,53.0,132.92000000000002,2.175818
loss,30.4,21.4,230.6,54.0,137.29999999999998,1.7824599999999997,52.622,128.8,300.41999999999996,50.612,161.16,2.0747999999999998
loss,59.2,12.2,244.8,58.4,167.4,2.812736,58.822,5.8,202.42000000000002,51.412,164.64000000000001,2.6981539999999997
win,51.8,49.8,222.8,46.0,147.8,2.3467399999999996,24.0,148.2,339.2,51.4,147.04,1.5979239999999997
win,73.2,61.8,179.0,54.8,166.0,4.580620000000001,49.6,30.8,243.2,49.6,132.90000000000003,2.0655799999999997
loss,44.6,15.2,91.8,52.6,117.6,2.18342,55.6,75.4,135.6,53.6,148.92000000000002,3.6254599999999995
loss,34.0,13.8,137.4,54.8,162.2,1.6428200000000004,52.8,287.4,675.8,49.6,127.42,2.70458
loss,46.8,41.6,247.8,54.8,166.92000000000002,1.82592,60.0,19.6,137.0,51.8,167.9,2.537
loss,52.422000000000004,68.4,204.42000000000002,48.612,137.26,2.356916,42.0,8.8,94.2,50.612,153.82,2.88868
win,66.22200000000001,4.2,138.42000000000002,49.812,134.32,3.39375,71.6,40.2,110.8,49.8,162.07999999999998,3.5523
loss,34.4,9.4,113.2,45.8,172.32,2.02422,56.6,72.2,306.0,54.8,156.54000000000002,2.75966
loss,41.84400000000001,15.4,98.24000000000001,50.436,128.06,2.2693,65.0,31.4,202.8,51.8,154.36,2.66902
loss,55.8,42.6,209.4,52.2,173.68,2.35666,45.8,48.4,212.0,52.2,147.02,2.2199
loss,24.4,38.2,183.2,56.8,185.28000000000003,1.9741200000000003,54.4,104.2,233.4,52.0,162.42000000000002,2.863286
loss,48.2,50.2,77.4,55.8,154.0,2.6775439999999997,56.0,93.2,216.0,52.4,151.52,3.061718
loss,55.8,20.8,31.4,62.6,156.46,3.033638,61.2,117.8,389.6,52.2,140.96,2.57564
win,62.6,95.0,178.4,61.8,158.1,2.72294,44.8,14.8,243.0,51.8,157.12,2.2155
win,68.4,94.6,257.8,60.0,136.0,2.9911399999999997,42.6,85.6,229.0,48.6,135.6,2.7223
win,37.8,76.6,227.0,51.6,186.82000000000002,2.80056,50.2,59.4,222.4,48.4,149.0,3.0393999999999997
loss,36.4,71.6,198.2,47.8,146.1,3.21828,50.0,107.8,300.0,52.6,142.70000000000002,1.8773
win,56.4,60.6,316.4,55.2,185.84,3.07043,57.8,123.2,326.6,51.6,145.57999999999998,1.9834000000000003
loss,41.0,22.6,278.6,50.2,149.35999999999999,2.50412,67.8,8.4,147.8,43.8,147.7,2.944134
win,71.0,26.4,189.6,52.4,168.0,2.71234,44.822,28.8,306.62,49.212,121.7,2.44378
loss,30.6,40.6,182.0,51.6,148.6,1.99412,53.8,34.0,143.6,56.0,140.76,2.632496
loss,52.6,159.2,324.4,52.0,142.46,2.4987000000000004,45.2,12.6,210.4,49.8,118.28,2.13056
loss,52.266,1.4,123.46,49.236000000000004,33.3,2.21462,70.0,6.6,63.4,54.6,122.51999999999998,4.3978
loss,37.8,27.0,93.4,50.4,140.07999999999998,2.241984,64.0,166.6,294.2,50.012,154.94,2.7919799999999997
win,53.422000000000004,40.8,324.02,50.612,119.35999999999999,2.5286,54.422000000000004,84.8,242.82,47.812,123.97999999999999,2.457786
loss,29.0,28.2,194.2,47.6,146.7,2.1644200000000002,53.8,30.0,186.4,49.6,154.03999999999996,2.7955400000000004
loss,53.4,21.2,125.8,50.412,156.22,2.7258,54.2,56.8,270.6,50.6,157.92000000000002,2.5051999999999994
loss,44.2,9.2,148.0,50.4,170.57999999999998,3.686516,52.8,119.2,399.8,50.4,153.78,3.17686
win,66.022,10.0,91.22,57.612,141.95999999999998,3.263102,40.84400000000001,88.8,178.64000000000001,50.024,94.08,2.09188
loss,51.0,79.6,416.0,57.8,155.18,3.13915,61.0,188.0,368.4,51.4,149.85999999999999,2.7619800000000003
loss,37.4,101.4,247.8,53.0,135.18,2.6960399999999995,56.8,50.2,170.8,51.6,149.84,2.71728
loss,55.822,39.6,211.82,51.212,165.82,2.50276,64.8,78.0,214.4,53.0,161.92000000000002,2.49339
loss,28.2,65.2,149.2,47.8,155.5,1.9257019999999998,58.4,5.8,185.2,51.6,155.28,2.5852399999999998
loss,54.0,10.4,183.2,54.0,143.38,2.791208,67.8,28.6,113.0,48.0,139.68,1.91126
win,64.0,58.6,125.4,56.0,137.88000000000002,3.07024,45.2,42.4,214.8,55.8,161.4,2.3125
win,57.422000000000004,30.6,156.62,48.612,152.28,2.7152399999999997,36.4,34.6,123.2,50.4,157.26,2.6625199999999998
win,70.2,15.0,92.6,52.8,142.84,3.49608,28.2,79.8,284.4,51.2,127.47999999999999,1.805388
loss,28.2,5.6,343.8,52.8,134.54,1.741,56.6,89.8,122.4,49.0,145.48,2.6644
loss,40.2,74.2,260.4,47.8,155.83999999999997,2.14626,48.4,28.0,107.8,60.0,144.96,3.016536
loss,42.0,30.6,164.0,53.2,140.88,1.6436999999999997,65.8,17.4,211.8,52.212,143.07999999999998,2.578828
win,59.0,32.6,296.6,57.0,159.11999999999998,2.1905,51.2,79.0,398.2,50.8,157.24,3.30124
loss,55.022000000000006,32.8,211.01999999999998,52.212,119.46,2.4931799999999997,56.6,75.6,156.0,49.2,165.74,2.519868
win,54.8,66.6,163.4,49.2,151.22,3.4467480000000004,46.8,27.8,272.8,53.6,170.9,2.6791080000000003
loss,36.6,62.0,182.2,51.812,120.5,2.8763360000000002,82.2,82.0,153.2,56.0,146.24,2.36325
win,76.6,21.6,174.2,55.412,180.92000000000002,3.080698,57.8,34.6,169.6,49.0,148.22,2.87296
loss,53.4,29.2,163.6,50.8,161.29999999999998,2.40529,57.822,28.0,239.82,51.612,132.16,2.36666
